Accident_ID,Accident_Date,Accident_Hour,Report_Timestamp,District,Road_Type,Weather_Condition,Surface_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Driver_Age,Driver_Gender,Alcohol_Involved,Vehicle_Speed_kmph,Helmet_Used,Seatbelt_Used,Cause_Category,Accident_Severity,Casualties_Count,Injury_Type,Emergency_Response_Time_Min,Accident_Year,Accident_Month,Day_Of_Week,Is_Weekend,Time_Block,Age_Group,High_Speed,Delayed_Response,Night_Driving,Multiple_Casualties
Ker_Acc_105982,2023-01-28,13,2023-01-28 16:31:00,Kannur,Junction,Rain,Wet,Day,Low,Auto Rickshaw,46,Female,No,46,Not Applicable,Not Applicable,Weather Conditions,Minor,2,Minor Injury,25.0,2023,January,Saturday,True,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_105983,2024-12-14,4,2024-12-14 07:47:00,Malappuram,Urban Road,Rain,Wet,Night,Low,Motorcycle,25,Female,No,44,Yes,Not Applicable,Distracted Driving,Fatal,3,Minor Injury,40.5,2024,December,Saturday,True,Late Night,Young,No,Yes,Yes,Yes
Ker_Acc_105984,2023-07-22,2,2023-07-22 03:43:00,Palakkad,Urban Road,Rain,Wet,Night,High,Car,55,Male,No,49,Not Applicable,Yes,Overspeeding,Minor,0,Minor Injury,18.0,2023,July,Saturday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_105985,2024-02-24,11,2024-02-24 13:46:00,Thrissur,Highway,Rain,Muddy,Day,High,Bus,69,Female,No,109,Not Applicable,Yes,Weather Conditions,Serious,2,Major Injury,22.0,2024,February,Saturday,True,Morning,Senior,Yes,Yes,No,Yes
Ker_Acc_105986,2024-10-27,22,2024-10-27 22:52:00,Kollam,Rural Road,Rain,Wet,Night,Medium,Car,46,Male,No,81,Not Applicable,Yes,Weather Conditions,Serious,3,Major Injury,18.0,2024,October,Sunday,True,Evening,Middle Age,Yes,No,Yes,Yes
Ker_Acc_105987,2024-11-17,15,2024-11-17 16:19:00,Kannur,Junction,Clear,Wet,Day,Medium,Bus,21,Female,No,48,Not Applicable,Yes,Drunk Driving,Minor,1,No Injury,11.0,2024,November,Sunday,True,Afternoon,Young,No,No,No,No
Ker_Acc_105988,2023-08-01,8,2023-08-01 08:54:00,Kottayam,Junction,Clear,Dry,Day,Low,Motorcycle,55,Female,No,50,No,Not Applicable,Weather Conditions,Minor,2,No Injury,7.0,2023,August,Tuesday,False,Morning,Middle Age,No,No,No,Yes
Ker_Acc_105989,2023-04-21,15,2023-04-21 17:16:00,Thrissur,Urban Road,Rain,Wet,Day,Low,Motorcycle,44,Male,No,79,No,Not Applicable,Weather Conditions,Minor,2,Major Injury,36.0,2023,April,Friday,False,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_105990,2024-03-10,16,2024-03-10 16:58:00,Palakkad,Junction,Clear,Wet,Day,High,Motorcycle,64,Male,No,21,Yes,Not Applicable,Weather Conditions,Minor,1,No Injury,15.0,2024,March,Sunday,True,Afternoon,Senior,No,No,No,No
Ker_Acc_105991,2023-01-04,3,2023-01-04 03:45:00,Thrissur,Urban Road,Fog,Dry,Night,High,Motorcycle,29,Male,No,71,Yes,Not Applicable,Overspeeding,Serious,3,Major Injury,19.0,2023,January,Wednesday,False,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_105992,2024-08-08,14,2024-08-08 14:54:00,Kottayam,Rural Road,Clear,Dry,Day,Medium,Car,70,Female,No,82,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,20.0,2024,August,Thursday,False,Afternoon,Senior,Yes,No,No,No
Ker_Acc_105993,2023-04-09,7,2023-04-09 07:16:00,Thiruvananthapuram,Junction,Clear,Dry,Day,High,Motorcycle,34,Female,No,56,Yes,Not Applicable,Weather Conditions,Minor,0,No Injury,7.0,2023,April,Sunday,True,Morning,Adult,No,No,No,No
Ker_Acc_105994,2024-05-19,3,2024-05-19 04:14:00,Kannur,Urban Road,Clear,Wet,Night,Medium,Motorcycle,47,Female,Yes,37,Yes,Not Applicable,Distracted Driving,Serious,1,Major Injury,10.0,2024,May,Sunday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_105995,2024-03-09,13,2024-03-09 15:13:00,Ernakulam,Rural Road,Rain,Wet,Dawn/Dusk,Medium,Motorcycle,29,Female,No,72,Yes,Not Applicable,Distracted Driving,Serious,2,Minor Injury,36.0,2024,March,Saturday,True,Afternoon,Adult,No,Yes,No,Yes
Ker_Acc_105996,2023-03-05,6,2023-03-05 08:50:00,Kozhikode,Highway,Clear,Dry,Day,Medium,Motorcycle,45,Male,No,90,Yes,Not Applicable,Distracted Driving,Minor,2,Minor Injury,18.0,2023,March,Sunday,True,Morning,Middle Age,Yes,No,No,Yes
Ker_Acc_105997,2025-04-23,2,2025-04-23 03:30:00,Pathanamthitta,Junction,Clear,Dry,Night,High,Motorcycle,58,Female,No,43,Yes,Not Applicable,Distracted Driving,Minor,2,Minor Injury,7.0,2025,April,Wednesday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_100031,2025-01-30,21,2025-01-30 21:44:00,Kasaragod,Urban Road,Rain,Muddy,Night,Medium,Car,23,Male,No,70,Not Applicable,Yes,Overspeeding,Serious,1,Minor Injury,22.0,2025,January,Thursday,False,Evening,Young,No,Yes,Yes,No
Ker_Acc_105999,2024-08-28,22,2024-08-28 23:13:00,Kannur,Junction,Rain,Muddy,Night,Low,Car,54,Male,No,85,Not Applicable,Yes,Weather Conditions,Fatal,3,Major Injury,40.5,2024,August,Wednesday,False,Evening,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_106000,2023-01-17,15,2023-01-17 16:17:00,Kannur,Bridge,Clear,Dry,Day,High,Motorcycle,41,Male,Yes,45,Not Applicable,Not Applicable,Overspeeding,Minor,2,Minor Injury,25.0,2023,January,Tuesday,False,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_106001,2024-02-21,13,2024-02-21 16:09:00,Alappuzha,Junction,Clear,Dry,Day,Medium,Truck,27,Female,No,65,Not Applicable,Yes,Distracted Driving,Minor,0,No Injury,11.0,2024,February,Wednesday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_106002,2023-10-31,15,2023-10-31 16:00:00,Kottayam,Bridge,Clear,Dry,Day,Low,Motorcycle,54,Female,No,71,Yes,Not Applicable,Drunk Driving,Serious,3,Major Injury,40.0,2023,October,Tuesday,False,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_106003,2025-02-17,13,2025-02-17 14:43:00,Malappuram,Urban Road,Clear,Dry,Dawn/Dusk,Medium,Car,34,Male,Yes,78,Not Applicable,Not Applicable,Weather Conditions,Serious,3,Minor Injury,33.0,2025,February,Monday,False,Afternoon,Adult,No,Yes,No,Yes
Ker_Acc_106004,2024-05-26,3,2024-05-26 03:59:00,Thrissur,Highway,Rain,Wet,Night,High,Auto Rickshaw,37,Male,No,63,Not Applicable,Not Applicable,Weather Conditions,Serious,2,Major Injury,40.0,2024,May,Sunday,True,Late Night,Adult,No,Yes,Yes,Yes
Ker_Acc_106005,2024-01-23,6,2024-01-23 07:42:00,Malappuram,Bridge,Clear,Wet,Day,Medium,Truck,28,Female,No,71,Not Applicable,Yes,Distracted Driving,Serious,2,Major Injury,31.0,2024,January,Tuesday,False,Morning,Adult,No,Yes,No,Yes
Ker_Acc_106006,2024-12-28,8,2024-12-28 09:04:00,Wayanad,Bridge,Fog,Dry,Day,Medium,Truck,23,Female,No,49,Not Applicable,Not Applicable,Weather Conditions,Minor,0,No Injury,6.0,2024,December,Saturday,True,Morning,Young,No,No,No,No
Ker_Acc_106008,2023-05-11,19,2023-05-11 22:06:00,Alappuzha,Junction,Fog,Dry,Night,High,Car,48,Male,No,43,Not Applicable,Yes,Weather Conditions,Serious,3,Major Injury,20.0,2023,May,Thursday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_106009,2024-05-29,16,2024-05-29 16:53:00,Idukki,Junction,Fog,Dry,Day,Medium,Car,29,Male,No,63,Not Applicable,Yes,Overspeeding,Serious,3,Minor Injury,36.0,2024,May,Wednesday,False,Afternoon,Adult,No,Yes,No,Yes
Ker_Acc_106010,2024-06-25,16,2024-06-25 17:04:00,Kollam,Urban Road,Clear,Dry,Day,High,Motorcycle,62,Male,Yes,52,Yes,Not Applicable,Distracted Driving,Serious,2,Major Injury,13.0,2024,June,Tuesday,False,Afternoon,Senior,No,No,No,Yes
Ker_Acc_106012,2024-07-28,4,2024-07-28 05:53:00,Thiruvananthapuram,Rural Road,Storm,Dry,Night,High,Motorcycle,39,Female,No,49,Not Applicable,Not Applicable,Drunk Driving,Minor,2,No Injury,14.0,2024,July,Sunday,True,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_106013,2023-01-21,3,2023-01-21 05:03:00,Malappuram,Highway,Clear,Dry,Night,Medium,Motorcycle,22,Male,No,91,No,Not Applicable,Weather Conditions,Minor,1,Minor Injury,16.0,2023,January,Saturday,True,Late Night,Young,Yes,No,Yes,No
Ker_Acc_106014,2024-04-05,17,2024-04-05 18:25:00,Idukki,Junction,Rain,Wet,Day,Medium,Truck,19,Male,Yes,41,Not Applicable,Yes,Distracted Driving,Serious,1,Minor Injury,35.0,2024,April,Friday,False,Afternoon,Young,No,Yes,No,No
Ker_Acc_106015,2024-06-17,15,2024-06-17 16:17:00,Alappuzha,Rural Road,Rain,Wet,Day,Medium,Motorcycle,56,Male,No,41,Yes,Not Applicable,Distracted Driving,Serious,2,Major Injury,14.0,2024,June,Monday,False,Afternoon,Middle Age,No,No,No,Yes
Ker_Acc_106016,2023-03-24,20,2023-03-24 22:45:00,Wayanad,Urban Road,Rain,Muddy,Night,Medium,Bus,44,Female,No,113,Not Applicable,Yes,Mechanical Failure,Fatal,3,Major Injury,34.0,2023,March,Friday,False,Evening,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_106017,2024-07-03,23,2024-07-04 00:49:00,Pathanamthitta,Urban Road,Storm,Muddy,Night,High,Motorcycle,42,Male,Yes,59,Yes,Not Applicable,Overspeeding,Minor,1,Minor Injury,33.0,2024,July,Wednesday,False,Evening,Middle Age,No,Yes,Yes,No
Ker_Acc_106018,2024-01-22,15,2024-01-22 17:44:00,Idukki,Highway,Rain,Wet,Day,Medium,Motorcycle,70,Female,No,97,No,Not Applicable,Distracted Driving,Serious,2,Minor Injury,37.0,2024,January,Monday,False,Afternoon,Senior,Yes,Yes,No,Yes
Ker_Acc_106019,2024-05-05,4,2024-05-05 05:40:00,Kottayam,Urban Road,Storm,Wet,Night,High,Motorcycle,28,Male,No,65,Yes,Not Applicable,Drunk Driving,Serious,1,Major Injury,11.0,2024,May,Sunday,True,Late Night,Adult,No,No,Yes,No
Ker_Acc_106020,2023-05-20,4,2023-05-20 06:41:00,Pathanamthitta,Junction,Rain,Muddy,Night,Medium,Truck,40,Female,No,36,Not Applicable,Yes,Drunk Driving,Minor,0,No Injury,14.0,2023,May,Saturday,True,Late Night,Adult,No,No,Yes,No
Ker_Acc_106021,2024-04-12,7,2024-04-12 09:45:00,Kasaragod,Bridge,Clear,Wet,Day,Medium,Truck,66,Male,Yes,62,Not Applicable,Yes,Mechanical Failure,Serious,2,Major Injury,33.0,2024,April,Friday,False,Morning,Senior,No,Yes,No,Yes
Ker_Acc_106022,2025-01-19,21,2025-01-19 22:25:00,Kottayam,Highway,Rain,Muddy,Day,Medium,Car,45,Female,No,118,Not Applicable,Yes,Drunk Driving,Serious,2,Major Injury,21.0,2025,January,Sunday,True,Evening,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_106023,2023-06-14,4,2023-06-14 06:47:00,Idukki,Urban Road,Clear,Wet,Night,Medium,Car,55,Male,No,63,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,13.0,2023,June,Wednesday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_106024,2023-01-28,19,2023-01-28 21:52:00,Kasaragod,Rural Road,Fog,Dry,Night,Low,Motorcycle,41,Female,No,70,Yes,Not Applicable,Mechanical Failure,Minor,2,No Injury,13.0,2023,January,Saturday,True,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_106025,2025-02-27,23,2025-02-28 01:02:00,Kottayam,Urban Road,Clear,Wet,Night,Medium,Auto Rickshaw,68,Female,No,65,Not Applicable,Not Applicable,Weather Conditions,Serious,3,Major Injury,38.0,2025,February,Thursday,False,Evening,Senior,No,Yes,Yes,Yes
Ker_Acc_100031,2024-05-15,4,2024-05-15 06:55:00,Alappuzha,Urban Road,Clear,Dry,Night,Low,Auto Rickshaw,69,Male,No,67,Not Applicable,Not Applicable,Mechanical Failure,Serious,3,Minor Injury,16.0,2024,May,Wednesday,False,Late Night,Senior,No,No,Yes,Yes
Ker_Acc_106027,2024-11-20,11,2024-11-20 13:22:00,Thrissur,Rural Road,Clear,Dry,Day,High,Car,52,Male,No,70,Not Applicable,Yes,Weather Conditions,Minor,1,No Injury,12.0,2024,November,Wednesday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_106028,2023-04-20,12,2023-04-20 13:21:00,Kollam,Highway,Clear,Muddy,Day,Medium,Car,40,Female,No,82,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,24.0,2023,April,Thursday,False,Afternoon,Adult,Yes,Yes,No,Yes
Ker_Acc_106029,2024-03-29,1,2024-03-29 03:29:00,Kasaragod,Highway,Rain,Wet,Day,High,Car,41,Male,No,73,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,12.0,2024,March,Friday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_106030,2025-03-19,7,2025-03-19 08:52:00,Malappuram,Junction,Clear,Wet,Day,Medium,Bus,69,Female,No,69,Not Applicable,No,Overspeeding,Minor,0,Minor Injury,5.0,2025,March,Wednesday,False,Morning,Senior,No,No,No,No
Ker_Acc_106031,2024-07-18,9,2024-07-18 09:26:00,Kannur,Urban Road,Rain,Wet,Day,Medium,Motorcycle,22,Male,No,90,No,Not Applicable,Mechanical Failure,Serious,1,Minor Injury,24.0,2024,July,Thursday,False,Morning,Young,Yes,Yes,No,No
Ker_Acc_106033,2023-02-10,12,2023-02-10 14:19:00,Kannur,Bridge,Clear,Dry,Dawn/Dusk,Medium,Car,44,Female,No,42,Not Applicable,No,Drunk Driving,Minor,0,Minor Injury,20.0,2023,February,Friday,False,Afternoon,Middle Age,No,No,No,No
Ker_Acc_106036,2024-10-27,6,2024-10-27 07:26:00,Malappuram,Urban Road,Fog,Dry,Day,Medium,Car,27,Female,No,51,Not Applicable,Yes,Overspeeding,Minor,1,No Injury,16.0,2024,October,Sunday,True,Morning,Adult,No,No,No,No
Ker_Acc_106037,2023-10-24,16,2023-10-24 18:33:00,Malappuram,Urban Road,Rain,Wet,Day,High,Motorcycle,62,Male,No,85,Yes,Not Applicable,Mechanical Failure,Serious,1,Major Injury,19.0,2023,October,Tuesday,False,Afternoon,Senior,Yes,No,No,No
Ker_Acc_106038,2024-02-10,10,2024-02-10 11:44:00,Kasaragod,Junction,Clear,Wet,Day,High,Car,56,Female,Yes,52,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,19.0,2024,February,Saturday,True,Morning,Middle Age,No,No,No,Yes
Ker_Acc_106039,2023-11-13,21,2023-11-13 22:21:00,Ernakulam,Highway,Storm,Dry,Night,Low,Bus,62,Female,No,116,Not Applicable,Yes,Distracted Driving,Serious,3,Major Injury,36.0,2023,November,Monday,False,Evening,Senior,Yes,Yes,Yes,Yes
Ker_Acc_106040,2023-12-08,19,2023-12-08 20:37:00,Kannur,Rural Road,Clear,Wet,Night,High,Car,48,Male,No,91,Not Applicable,Yes,Weather Conditions,Serious,1,Minor Injury,23.0,2023,December,Friday,False,Evening,Middle Age,Yes,Yes,Yes,No
Ker_Acc_106041,2023-01-16,0,2023-01-16 02:19:00,Palakkad,Rural Road,Storm,Dry,Night,Medium,Motorcycle,20,Female,No,83,Yes,Not Applicable,Weather Conditions,Serious,3,Major Injury,36.0,2023,January,Monday,False,Late Night,Young,Yes,Yes,Yes,Yes
Ker_Acc_106042,2024-11-06,6,2024-11-06 09:27:00,Kasaragod,Junction,Clear,Dry,Dawn/Dusk,Medium,Car,47,Male,No,66,Not Applicable,Yes,Distracted Driving,Minor,1,No Injury,5.0,2024,November,Wednesday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_106043,2024-06-14,16,2024-06-14 19:34:00,Palakkad,Urban Road,Rain,Wet,Day,High,Motorcycle,63,Female,Yes,46,Yes,Not Applicable,Weather Conditions,Serious,1,Minor Injury,37.0,2024,June,Friday,False,Afternoon,Senior,No,Yes,No,No
Ker_Acc_106044,2024-05-29,4,2024-05-29 06:07:00,Pathanamthitta,Urban Road,Rain,Wet,Night,Medium,Motorcycle,44,Male,No,77,Yes,Not Applicable,Weather Conditions,Minor,2,Minor Injury,39.0,2024,May,Wednesday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_106045,2024-06-28,5,2024-06-28 05:41:00,Wayanad,Bridge,Clear,Wet,Night,Medium,Motorcycle,20,Male,Yes,57,Yes,Not Applicable,Weather Conditions,Serious,2,Minor Injury,21.0,2024,June,Friday,False,Late Night,Young,No,Yes,Yes,Yes
Ker_Acc_106046,2023-02-18,23,2023-02-19 01:48:00,Ernakulam,Urban Road,Rain,Muddy,Night,Low,Motorcycle,61,Male,Yes,31,Not Applicable,Not Applicable,Weather Conditions,Serious,1,Major Injury,40.0,2023,February,Saturday,True,Evening,Senior,No,Yes,Yes,No
Ker_Acc_106048,2023-11-14,10,2023-11-14 10:36:00,Malappuram,Highway,Clear,Dry,Day,High,Motorcycle,26,Male,No,75,Not Applicable,Yes,Weather Conditions,Minor,2,No Injury,11.0,2023,November,Tuesday,False,Morning,Adult,No,No,No,Yes
Ker_Acc_100031,2024-04-29,2,2024-04-29 04:24:00,Pathanamthitta,Junction,Clear,Dry,Night,High,Car,44,Male,No,62,Not Applicable,Yes,Drunk Driving,Minor,0,Minor Injury,17.0,2024,April,Monday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_106050,2025-04-19,4,2025-04-19 06:51:00,Alappuzha,Urban Road,Clear,Dry,Night,Low,Bus,60,Female,No,22,Not Applicable,Yes,Overspeeding,Minor,1,No Injury,14.0,2025,April,Saturday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_106051,2023-08-16,2,2023-08-16 05:26:00,Palakkad,Urban Road,Clear,Dry,Night,Medium,Motorcycle,18,Female,No,92,Yes,Not Applicable,Overspeeding,Serious,2,Minor Injury,12.0,2023,August,Wednesday,False,Late Night,Young,Yes,No,Yes,Yes
Ker_Acc_106052,2024-06-08,15,2024-06-08 17:30:00,Malappuram,Urban Road,Clear,Wet,Day,Medium,Motorcycle,47,Female,No,86,Yes,Not Applicable,Distracted Driving,Serious,1,Minor Injury,36.0,2024,June,Saturday,True,Afternoon,Middle Age,Yes,Yes,No,No
Ker_Acc_106053,2024-01-17,17,2024-01-17 19:36:00,Thrissur,Urban Road,Rain,Muddy,Day,Low,Car,46,Male,No,81,Not Applicable,Yes,Weather Conditions,Serious,3,Minor Injury,13.0,2024,January,Wednesday,False,Afternoon,Middle Age,Yes,No,No,Yes
Ker_Acc_106054,2023-05-28,18,2023-05-28 20:18:00,Thiruvananthapuram,Rural Road,Clear,Dry,Dawn/Dusk,Medium,Motorcycle,32,Male,No,68,Yes,Not Applicable,Drunk Driving,Minor,1,No Injury,19.0,2023,May,Sunday,True,Evening,Adult,No,No,Yes,No
Ker_Acc_106056,2023-05-25,6,2023-05-25 07:03:00,Kannur,Highway,Clear,Dry,Day,High,Motorcycle,66,Female,No,87,No,Not Applicable,Mechanical Failure,Minor,2,No Injury,18.0,2023,May,Thursday,False,Morning,Senior,Yes,No,No,Yes
Ker_Acc_106057,2024-10-09,20,2024-10-09 21:45:00,Kollam,Junction,Clear,Dry,Night,Medium,Truck,29,Male,No,20,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,22.0,2024,October,Wednesday,False,Evening,Adult,No,Yes,Yes,Yes
Ker_Acc_100031,2024-08-03,0,2024-08-03 00:45:00,Wayanad,Bridge,Clear,Dry,Night,High,Bus,45,Male,No,44,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,5.0,2024,August,Saturday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_106059,2025-04-30,12,2025-04-30 15:09:00,Kasaragod,Urban Road,Clear,Dry,Dawn/Dusk,Medium,Car,25,Female,No,49,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,8.0,2025,April,Wednesday,False,Afternoon,Young,No,No,No,No
Ker_Acc_106060,2024-12-31,22,2024-12-31 23:01:00,Kozhikode,Urban Road,Rain,Wet,Night,High,Auto Rickshaw,53,Female,No,37,Not Applicable,Not Applicable,Distracted Driving,Minor,1,Minor Injury,19.0,2024,December,Tuesday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_106061,2024-03-11,9,2024-03-11 11:44:00,Ernakulam,Urban Road,Fog,Muddy,Day,Medium,Motorcycle,56,Male,No,55,Yes,Not Applicable,Weather Conditions,Serious,1,Major Injury,30.0,2024,March,Monday,False,Morning,Middle Age,No,Yes,No,No
Ker_Acc_106062,2023-06-13,15,2023-06-13 17:54:00,Palakkad,Rural Road,Rain,Muddy,Day,Medium,Car,63,Female,No,68,Not Applicable,Yes,Drunk Driving,Minor,1,Minor Injury,15.0,2023,June,Tuesday,False,Afternoon,Senior,No,No,No,No
Ker_Acc_106063,2024-01-24,7,2024-01-24 08:38:00,Thrissur,Urban Road,Clear,Dry,Day,Medium,Motorcycle,20,Female,Yes,91,Yes,Not Applicable,Weather Conditions,Serious,1,Major Injury,16.0,2024,January,Wednesday,False,Morning,Young,Yes,No,No,No
Ker_Acc_106064,2023-09-11,11,2023-09-11 12:44:00,Palakkad,Rural Road,Clear,Dry,Day,Low,Motorcycle,33,Male,No,78,No,Not Applicable,Overspeeding,Minor,2,Minor Injury,13.0,2023,September,Monday,False,Morning,Adult,No,No,No,Yes
Ker_Acc_100031,2024-03-05,23,2024-03-06 00:26:00,Kottayam,Urban Road,Rain,Wet,Night,Medium,Auto Rickshaw,59,Female,No,96,Not Applicable,Not Applicable,Drunk Driving,Serious,3,Major Injury,11.0,2024,March,Tuesday,False,Evening,Middle Age,Yes,No,Yes,Yes
Ker_Acc_106066,2025-05-19,15,2025-05-19 16:49:00,Kannur,Highway,Clear,Wet,Day,High,Auto Rickshaw,30,Male,No,109,Not Applicable,Not Applicable,Drunk Driving,Serious,1,Major Injury,35.0,2025,May,Monday,False,Afternoon,Adult,Yes,Yes,No,No
Ker_Acc_106067,2025-01-08,23,2025-01-08 23:57:00,Pathanamthitta,Junction,Clear,Dry,Night,Medium,Bus,68,Male,No,50,Not Applicable,Yes,Overspeeding,Minor,0,No Injury,23.0,2025,January,Wednesday,False,Evening,Senior,No,Yes,Yes,No
Ker_Acc_106068,2023-04-05,4,2023-04-05 05:25:00,Kozhikode,Urban Road,Storm,Dry,Day,Medium,Auto Rickshaw,33,Male,No,49,Not Applicable,Not Applicable,Distracted Driving,Minor,2,Minor Injury,14.0,2023,April,Wednesday,False,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_106069,2024-08-06,19,2024-08-06 21:00:00,Kasaragod,Urban Road,Clear,Dry,Night,Low,Auto Rickshaw,49,Male,No,47,Not Applicable,Not Applicable,Distracted Driving,Minor,2,Minor Injury,8.0,2024,August,Tuesday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_106070,2023-07-24,2,2023-07-24 04:59:00,Ernakulam,Rural Road,Clear,Muddy,Night,High,Car,45,Female,No,63,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,17.0,2023,July,Monday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_106071,2024-10-13,19,2024-10-13 22:50:00,Pathanamthitta,Urban Road,Storm,Dry,Night,Medium,Auto Rickshaw,22,Male,No,61,Not Applicable,Not Applicable,Weather Conditions,Serious,3,Minor Injury,12.0,2024,October,Sunday,True,Evening,Young,No,No,Yes,Yes
Ker_Acc_106072,2023-11-23,8,2023-11-23 11:04:00,Ernakulam,Urban Road,Rain,Wet,Day,Low,Truck,28,Male,No,56,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,7.0,2023,November,Thursday,False,Morning,Adult,No,No,No,No
Ker_Acc_106073,2023-05-28,7,2023-05-28 09:35:00,Idukki,Urban Road,Clear,Wet,Dawn/Dusk,Medium,Car,69,Female,Yes,90,Not Applicable,No,Distracted Driving,Serious,3,Major Injury,10.0,2023,May,Sunday,True,Morning,Senior,Yes,No,No,Yes
Ker_Acc_106074,2023-12-21,1,2023-12-21 04:14:00,Kottayam,Bridge,Clear,Dry,Night,Medium,Bus,48,Male,No,60,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,11.0,2023,December,Thursday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_106075,2023-07-18,10,2023-07-18 12:14:00,Pathanamthitta,Highway,Clear,Dry,Day,Low,Car,31,Male,No,111,Not Applicable,Yes,Mechanical Failure,Minor,1,Minor Injury,17.0,2023,July,Tuesday,False,Morning,Adult,Yes,No,No,No
Ker_Acc_106076,2024-02-27,1,2024-02-27 03:56:00,Thrissur,Urban Road,Clear,Dry,Night,Medium,Car,46,Female,No,53,Not Applicable,Not Applicable,Distracted Driving,Minor,2,No Injury,12.0,2024,February,Tuesday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_106077,2024-07-03,1,2024-07-03 01:43:00,Kasaragod,Urban Road,Rain,Muddy,Night,High,Motorcycle,45,Male,Yes,99,Not Applicable,Not Applicable,Distracted Driving,Serious,1,Minor Injury,32.0,2024,July,Wednesday,False,Late Night,Middle Age,Yes,Yes,Yes,No
Ker_Acc_106078,2024-01-29,20,2024-01-29 20:37:00,Kottayam,Highway,Clear,Wet,Night,Medium,Bus,65,Male,Yes,90,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,28.0,2024,January,Monday,False,Evening,Senior,Yes,Yes,Yes,Yes
Ker_Acc_106079,2023-10-02,19,2023-10-02 22:25:00,Kottayam,Urban Road,Rain,Wet,Night,Low,Bus,44,Female,No,54,Not Applicable,Yes,Distracted Driving,Minor,0,Minor Injury,10.0,2023,October,Monday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_106080,2024-12-16,17,2024-12-16 18:39:00,Malappuram,Junction,Clear,Dry,Day,Medium,Truck,39,Male,No,50,Not Applicable,Yes,Mechanical Failure,Minor,2,No Injury,19.0,2024,December,Monday,False,Afternoon,Adult,No,No,No,Yes
Ker_Acc_100031,2023-09-25,23,2023-09-26 02:09:00,Malappuram,Rural Road,Clear,Dry,Night,Medium,Auto Rickshaw,57,Male,Yes,51,Not Applicable,Not Applicable,Mechanical Failure,Minor,0,Minor Injury,17.0,2023,September,Monday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_106082,2024-03-01,7,2024-03-01 07:25:00,Alappuzha,Urban Road,Rain,Muddy,Day,Low,Car,44,Male,No,92,Not Applicable,Yes,Mechanical Failure,Serious,3,Major Injury,13.0,2024,March,Friday,False,Morning,Middle Age,Yes,No,No,Yes
Ker_Acc_106084,2023-10-12,8,2023-10-12 10:32:00,Kottayam,Junction,Clear,Dry,Day,High,Truck,55,Female,No,53,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,18.0,2023,October,Thursday,False,Morning,Middle Age,No,No,No,Yes
Ker_Acc_106085,2024-10-12,16,2024-10-12 18:52:00,Pathanamthitta,Highway,Rain,Wet,Day,Low,Car,41,Male,No,69,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,19.0,2024,October,Saturday,True,Afternoon,Middle Age,No,No,No,Yes
